                Name	              Artist	               Album	               Genre	      Time
             Science	    System Of A Down	            Toxicity	               Metal	      2:43
     Dragon Backpack	               3oh!3	               3oh!3	         Hip Hop/Rap	      2:08
               Again	     Alice In Chains	     Alice In Chains	              Grunge	      4:05
      Man In The Box	     Alice In Chains	            FaceLift	              Grunge	      4:46
    I Can't Remember	     Alice In Chains	            FaceLift	              Grunge	      3:43
  It Ain't Like That	     Alice In Chains	            FaceLift	              Grunge	      4:37
        Got Me Wrong	     Alice In Chains	                 Sap	              Grunge	      4:12
  Doom Over Dead Man	         Amon Amarth	       Surtur Rising	               Metal	      5:55
  It's All Been Done	    Barenaked Ladies	               Stunt	                Folk	      3:26
    Light Up My Room	    Barenaked Ladies	               Stunt	                Folk	      3:36
 Bassnectar BBC mix1	          Bassnectar	       BBC Radio Mix	                    	     13:17
       New Born King	        Beborn Beton	               Truth	                Rock	      4:02
         Bittersweet	        Beborn Beton	               Truth	                Rock	      4:23
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
             [Blank]	            Behemoth	            Satanica	               Metal	      0:04
           Cleansing	           Biohazard	           Mata Leao	                Punk	      3:24
      A Lot To Learn	           Biohazard	           Mata Leao	                Punk	      1:29
         Barbara Ann	      Blind Guardian	    Follow The Blind	         Heavy Metal	      1:42
      Into The Storm	      Blind Guardian	                Live	         Heavy Metal	      4:52
         Battlefield	      Blind Guardian	A Night At The Opera	         Heavy Metal	      5:37
   Time What Is Time	      Blind Guardian	Somewhere Far Beyond	         Heavy Metal	      5:46
   Goodbye My Friend	      Blind Guardian	         Tokyo Tales	         Heavy Metal	      6:27
       Turn The Page	      Blind Guardian	 A Twist In The Myth	         Heavy Metal	      4:18
                Foes	             Borgore	                    	                    	      3:44
             Reunion	        Brian Posehn	  Live In: Nerd Rage	              Comedy	      1:11
       Late Night TV	        Brian Posehn	  Live In: Nerd Rage	              Comedy	      2:32
   Baby / Kitty Porn	        Brian Posehn	  Live In: Nerd Rage	              Comedy	      3:18
 Your Final Swansong	    Callenish Circle	Flesh Power Dominion	  Thrash/Speed Metal	      5:32
            Warheart	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      4:07
           Dobermann	   Dark Tranquillity	          Projector 	               Metal	      4:38
            Freecard	   Dark Tranquillity	          Projector 	               Metal	      4:31
     My Last Sunrise	    Demons & Wizards	    Demons & Wizards	               Metal	      4:43
Don't Go Any Further	         Disillusion	              Gloria	               Metal	      3:48
 Ogmios (Intermezzo)	           Eluveitie	             Origins	               Metal	      0:29
    Your Gaulish War	           Eluveitie	              Spirit	  Celtic/Pagan Metal	      5:11
        Faster Disco	       Faith No More	  Introduce Yourself	   Alternative Metal	      4:15
              Megrez	        Gordian Knot	        Gordian Knot	   Progressive Metal	      3:58
   Diary Of A Madman	         Gravediggaz	         6 Feet Deep	         Hip-Hop/Rap	      4:34
     Harnessing Ruin	          Immolation	   What Lies Beneath	        General Rock	      4:29
 The jester´s dance	           In Flames	     The Jester Race	               Metal	      2:09
          Dreamscape	           In Flames	        Lunar Strain	               Metal	      3:09
           Free Fall	           In Flames	   Reroute to Remain	               Metal	      3:56
            Smahutta	   Infected Mushroom	           Smahutta 	         Psychedelic	      6:10
      Dance Of Death	         Iron Maiden	      Dance Of Death	           <Unknown>	      8:36
   The Synthetic Sea	    Job for a Cowboy	           Sun Eater	               Metal	      4:50
        Transmission	        Joy Division	24 Hour Party People	          Soundtrack	      3:36
             Poppies	    Marcy Playground	    Marcy Playground	         Alternative	      2:49
 Message In A Bottle	           Matisyahu	      No Place To Be	              Reggae	      3:56
             One Day	           Matisyahu	    One Day - Single	         Alternative	      3:27
       I'll Get Even	            Megadeth	    Cryptic Writings	               Metal	      4:23
   09 - Noit Al Ever	       Michael Romeo	    The Dark Chapter	                Rock	      3:07
Embracing Extinction	        Misery Index	   Heirs To Thievery	               Metal	      1:49
        Crawling Eye	             Misfits	     Famous Monsters	            Rock/Pop	      2:22
           Angelfuck	             Misfits	          Static Age	            Rock/Pop	      1:38
          Green Hell	             Misfits	                    	                Punk	      1:53
         Earth  A.d.	             Misfits	                    	                    	      2:09
       Silver [Live]	             Nirvana	   In Bloom [Single]	              Grunge	      2:06
Lithium [LP Version]	             Nirvana	 Lithium [CD Single]	              Grunge	      4:19
        Blackhearted	             Norther	   Mirror Of Madness	               Metal	      4:18
          The Return	         Nosson Zand	          The Return	                    	      4:27
               Water	                ohGr	                Welt	         Alternative	      4:27
              Kettle	                ohGr	                Welt	         Alternative	      3:50
         Poles Apart	          Pink Floyd	   The Division Bell	         Psychedelic	      7:04
      Asche zu Asche	           Rammstein	           Herzeleid	          Industrial	      3:51
       Licking Cream	           Sevendust	                Home	  Alternative & Punk	      3:17
           High Moon	            Star One	      Live on Earth 	               Metal	      5:28
         Dinas Emrys	            Suidakra	   Emprise To Avalon	 Melodic Death Metal	      1:54
      Trails Of Gore	            Suidakra	Signs For The Fallen	 Melodic Death Metal	      4:38
        Grey Heavens	           Summoning	             Lugburz	                    	      1:41
     Dressed to Kill	          Symphony X	  The Damnation Game	               Metal	      4:44
             Secrets	          Symphony X	  The Damnation Game	               Metal	      5:42
         The Turning	          Symphony X	         The Odyssey	               Metal	      4:44
          Deer Dance	    System Of A Down	            Toxicity	               Metal	      2:55
              Shimmy	    System Of A Down	            Toxicity	               Metal	      1:51
              Psycho	    System Of A Down	            Toxicity	               Metal	      3:46
 The Ghoultimate Duo	               Ulver	      Perdition City	                    	      1:11
  Decapitated Saints	               Vader	     Reborn In Chaos	               Metal	      3:31
